Course ID,Student ID,Term,Grade
13461,25730001,Fall 2020,B+
13464,54321632,Summer 2019,C
13471,54321632,Fall 2011,B+
13472,54321632,Fall 2017,A-
13473,54321632,Winter 2019,B+
13475,91869001,Fall 2011,A+
13482,91869001,Summer 2018,B+
13494,91869001,Winter 2012,A
13499,91869001,Fall 2019,F
13505,96852531,Winter 2020,B-
13509,96852531,Fall 2020,C
13511,96852531,Summer 2017,B-
13513,96852531,Fall 2015,B-
13539,30403249,Summer 2016,B
13552,30403249,Summer 2016,B
13553,30403249,Summer 2020,F
13567,16416420,Summer 2016,A-
46758,16416420,Summer 2014,A+
46760,44839800,Summer 2016,F
46761,44839800,Summer 2011,A-
46762,44839800,Summer 2012,A
13685,44839800,Summer 2016,F
13687,43977641,Fall 2013,A-
13688,43977641,Summer 2017,B-
13690,30736422,Winter 2017,F
13691,30736422,Fall 2014,B
13694,54242255,Fall 2011,A-
13695,54242255,Summer 2012,A
13697,70602733,Winter 2020,B-
13698,70602733,Winter 2014,B-
13700,70602733,Winter 2012,A
13701,70602733,Fall 2014,F
13705,67839939,Winter 2016,A+
13706,67839939,Winter 2011,A+
13707,67839939,Fall 2019,A+
13709,80346629,Summer 2020,A
46763,80346629,Summer 2017,B-
47472,80346629,Fall 2011,B
46764,80346629,Summer 2018,A-
46766,14834663,Fall 2011,C
46767,14834663,Winter 2016,A-
13816,14834663,Winter 2018,A+
46768,91659579,Fall 2014,A
13851,14550715,Winter 2019,B-
46769,14550715,Fall 2015,C
49329,14550715,Winter 2020,B-
49606,14550715,Fall 2017,C
13918,83189061,Winter 2012,C
13921,83189061,Fall 2020,A
13923,83189061,Winter 2018,A+
13931,85418127,Fall 2017,B
13934,85418127,Winter 2016,B+
13937,92671146,Winter 2019,C
13938,92671146,Winter 2014,C
13939,92671146,Fall 2012,B
13954,92671146,Winter 2015,F
13962,11903874,Fall 2011,F
13967,11903874,Winter 2018,A+
13969,11667114,Winter 2017,F
13970,11667114,Fall 2018,A-
13979,11667114,Fall 2013,B+
13983,45946802,Summer 2018,C
13984,45946802,Winter 2019,F
14021,36679309,Fall 2011,A-
14024,36679309,Winter 2014,A
14029,36679309,Winter 2018,A+
14036,36679309,Fall 2015,C
14040,71877414,Summer 2020,F
14044,71877414,Summer 2020,B-
14049,71877414,Winter 2017,A+
14053,71877414,Summer 2016,C
14070,38791593,Summer 2018,B+
14074,38791593,Fall 2013,A
14077,38791593,Fall 2020,A+
14081,38791593,Winter 2019,B+
14083,71902549,Winter 2011,B-
14094,19174463,Summer 2015,A-
14095,19174463,Fall 2014,A-
14101,79886108,Fall 2018,B
14107,17578700,Fall 2016,A+
14109,17578700,Winter 2016,C
14120,93559678,Winter 2017,B-
14121,93559678,Summer 2016,F
14125,29519356,Summer 2012,B
14128,29519356,Fall 2014,F
14129,29519356,Summer 2020,B+
14132,53340134,Winter 2017,C
14134,53340134,Summer 2013,C
14135,53340134,Summer 2015,B+
14137,53340134,Summer 2011,B
14145,51366187,Summer 2017,A-
14146,51366187,Winter 2013,A+
14149,51366187,Winter 2011,C
14150,51366187,Winter 2018,B-
14159,19883372,Summer 2013,A-
14161,75985116,Summer 2011,B
14162,75985116,Summer 2011,A
14167,53669408,Fall 2012,C
14169,67543536,Winter 2011,B+
14181,67543536,Winter 2018,B-
14195,67543536,Winter 2018,A-
14216,67543536,Winter 2020,A-
14252,69314099,Winter 2018,A-
14263,69314099,Summer 2020,A
14265,69314099,Summer 2019,B-
14297,41089137,Winter 2017,A+
14336,41089137,Winter 2017,B-
14340,41089137,Summer 2018,A-
14361,91033750,Winter 2013,A-
14367,91033750,Summer 2015,B
14470,48810929,Fall 2018,B+
14511,48810929,Summer 2019,B+
14556,72581003,Summer 2011,B-
14570,72581003,Fall 2018,A+
14580,72581003,Fall 2015,A+
14590,72581003,Winter 2014,C
14602,75508146,Fall 2012,F
22620,75508146,Winter 2018,F
40980,40499319,Summer 2014,A
40982,40499319,Fall 2018,A
40985,65267621,Winter 2019,A
40986,65267621,Winter 2017,B
40989,20777434,Summer 2019,A+
46105,20777434,Winter 2011,A+
46770,20777434,Fall 2018,B-
46772,83076579,Winter 2016,C
46773,83076579,Fall 2017,C
46774,83076579,Winter 2016,A-
46776,39113638,Summer 2013,B+
46777,39113638,Fall 2011,B-
46779,39113638,Fall 2018,A
46782,28717623,Fall 2017,A
46785,56930937,Fall 2017,A+
46787,56930937,Fall 2013,B+
46788,56930937,Summer 2016,A
46789,56930937,Summer 2019,A
46792,51171035,Fall 2016,A+
47241,51171035,Fall 2017,A-
49242,51171035,Fall 2011,B
47296,51171035,Fall 2012,C
47298,38688666,Winter 2017,F
47299,38688666,Winter 2019,B
47301,36936434,Winter 2018,B-
47877,36936434,Fall 2018,C
48399,73582649,Fall 2016,C
48848,73582649,Summer 2013,A
49659,36048087,Winter 2017,B-
46793,36048087,Summer 2016,F
14933,61832328,Fall 2012,B+
14937,71833632,Winter 2016,C
14939,71833632,Summer 2011,B
14941,71833632,Fall 2017,F
14945,86485483,Winter 2019,A+
14948,86485483,Winter 2020,B+
14950,86485483,Fall 2012,B
14952,86485483,Fall 2019,F
14956,68905411,Winter 2011,B
14970,78853366,Fall 2011,A-
14982,78853366,Fall 2016,B+
14985,78853366,Winter 2017,B+
14988,78853366,Fall 2020,B-
14993,48310445,Fall 2019,B-
14995,48310445,Winter 2011,B-
15010,48310445,Fall 2011,F
15025,48310445,Fall 2015,A-
15055,61798340,Fall 2020,A
15070,61798340,Summer 2019,B+
15085,61798340,Summer 2019,A+
15100,61798340,Fall 2011,B
15130,49059695,Summer 2017,A+
15145,49059695,Winter 2017,B-
15189,16968149,Fall 2011,A-
15234,87560260,Summer 2014,A-
15263,76638551,Winter 2020,B
15278,76638551,Fall 2013,F
15307,38473665,Fall 2014,C
15322,38473665,Winter 2019,F
15350,92221534,Summer 2017,F
15365,92221534,Summer 2012,A
15380,92221534,Summer 2012,A
15395,92221534,Winter 2011,A-
15424,20476071,Winter 2016,B-
15463,97145720,Summer 2015,B-
15475,97145720,Summer 2013,B-
15488,97145720,Winter 2020,F
15515,52194966,Summer 2020,F
15528,52194966,Winter 2019,B
15542,52194966,Summer 2016,F
15569,49503086,Fall 2014,F
15595,91648050,Fall 2013,C
15622,98102089,Winter 2013,A
15634,98102089,Summer 2013,B-
15646,98102089,Winter 2018,A
15670,77217183,Summer 2014,A+
15682,77217183,Summer 2013,C
15694,77217183,Fall 2016,B
15718,20890957,Summer 2012,B
15729,20890957,Summer 2013,A
15740,20890957,Summer 2015,B-
15752,20890957,Fall 2019,A+
15762,85805525,Summer 2013,A-
15764,85805525,Winter 2011,B-
47246,69822891,Summer 2015,C
47278,69822891,Winter 2013,B
47435,56908225,Summer 2013,B-
47436,56908225,Fall 2011,B
48695,88492573,Fall 2018,B+
48696,88492573,Summer 2011,A+
23803,89325275,Fall 2014,A-
23817,89325275,Fall 2014,B
24050,89325275,Summer 2019,B+
46795,56674918,Fall 2019,A
46798,43797013,Fall 2020,A-
46800,51305865,Fall 2018,A-
46801,51305865,Winter 2018,F
15907,86271528,Summer 2014,B+
15917,86271528,Summer 2020,A+
15921,86271528,Fall 2018,B
15922,86271528,Summer 2011,F
15931,57390377,Winter 2013,B
15938,57390377,Fall 2019,B
15963,62154592,Winter 2011,B+
15986,62154592,Fall 2016,B
15991,62154592,Fall 2012,C
16011,62154592,Fall 2014,B+
41344,63617106,Summer 2018,C
41349,10406153,Summer 2011,F
41354,10406153,Fall 2020,A-
41370,95588889,Summer 2018,C
41375,95588889,Fall 2012,B-
41383,64499870,Fall 2016,F
41386,64499870,Winter 2015,C
41393,64499870,Fall 2017,F
41400,62959581,Fall 2018,A
41401,62959581,Fall 2011,B-
41402,62959581,Fall 2018,C
41403,62959581,Summer 2015,B+
41411,56607749,Summer 2016,B
41419,47122001,Winter 2018,B
41431,45358728,Fall 2019,A
41435,45358728,Summer 2020,A+
41439,45358728,Fall 2018,B+
41451,69147930,Fall 2011,B-
41456,19806241,Summer 2019,B
41464,25925945,Summer 2016,A+
41471,25925945,Summer 2017,A-
41472,25925945,Fall 2020,A+
41474,73406763,Fall 2013,B-
41476,80423890,Fall 2013,B-
41477,80423890,Winter 2018,F
44080,85132443,Winter 2015,A
44087,85132443,Summer 2016,A
46154,83923150,Winter 2011,A+
46802,83923150,Winter 2020,B
46803,83923150,Fall 2016,A+
46804,83923150,Winter 2016,B
47258,85295405,Winter 2016,B
47305,63437862,Winter 2014,F
47307,63437862,Fall 2012,B+
47309,95824857,Fall 2016,F
47310,95824857,Summer 2018,B
47312,95824857,Summer 2018,A-
47351,36340455,Winter 2011,B+
47352,36340455,Summer 2020,A
47356,36340455,Winter 2015,C
47358,70879455,Fall 2015,B
47362,31299681,Winter 2017,A+
47365,31299681,Summer 2011,F
47366,31299681,Winter 2012,A-
47424,58032925,Fall 2012,A-
47439,58032925,Fall 2012,B+
47447,79671699,Winter 2015,F
48671,84287473,Fall 2016,A
16057,84287473,Winter 2011,C
16059,84287473,Winter 2019,F
16061,84287473,Winter 2013,A+
16063,31454981,Summer 2014,C
16064,31454981,Summer 2015,F
16065,31454981,Fall 2020,F
16066,31454981,Fall 2013,B
16068,29796618,Fall 2016,A+
16070,74581234,Winter 2016,B
16072,74581234,Winter 2018,B-
16073,74581234,Summer 2019,F
16076,12217703,Summer 2020,A-
16079,47285137,Summer 2014,C
16081,47285137,Fall 2012,F
16088,48272947,Summer 2019,F
16090,48272947,Summer 2013,B
16091,48272947,Fall 2012,F
16092,48272947,Summer 2013,A
16095,16526881,Winter 2013,C
16096,16526881,Winter 2013,B
16097,16526881,Fall 2013,C
16098,16526881,Fall 2015,A-
16100,20660942,Winter 2020,C
41478,20660942,Summer 2015,C
41480,70504296,Summer 2017,B
46806,70504296,Summer 2012,A
46807,70504296,Winter 2020,B
47986,70504296,Winter 2016,B
49311,95443078,Winter 2014,F
49312,95443078,Summer 2015,A-
49421,80709852,Summer 2014,A+
49703,80709852,Winter 2011,B+
49704,80709852,Fall 2020,A
49707,32355946,Winter 2012,A
49710,32355946,Winter 2012,A-
16142,32355946,Winter 2014,A+
41482,32355946,Summer 2016,B
46809,61934618,Summer 2012,A-
46810,61934618,Summer 2015,A+
16181,86493671,Winter 2015,B-
16182,86493671,Winter 2018,C
16183,86493671,Winter 2016,A-
16185,91830310,Fall 2017,C
16186,91830310,Fall 2019,C
16187,91830310,Summer 2017,F
16189,19934363,Summer 2016,B+
16190,19934363,Winter 2015,A
16191,19934363,Fall 2016,A
16192,19934363,Fall 2011,B-
16194,87463435,Fall 2013,A
16196,41028343,Winter 2015,A+
16197,41028343,Winter 2011,A
16198,41028343,Fall 2014,C
16199,41028343,Winter 2016,A-
16201,93709351,Winter 2013,B-
16202,93709351,Fall 2015,F
16204,80003382,Winter 2016,A+
16205,80003382,Fall 2017,A+
16206,80003382,Fall 2015,C
16209,80003382,Summer 2019,F
16211,99643001,Summer 2017,B+
16221,33850855,Summer 2014,F
16222,33850855,Winter 2013,B-
46812,55810922,Fall 2013,A+
47355,55810922,Summer 2014,A
16226,65285625,Fall 2018,A+
16236,65285625,Summer 2015,C
16240,71770730,Winter 2012,A+
41503,71770730,Fall 2017,A
41504,71770730,Fall 2018,F
41508,71770730,Winter 2014,A-
41522,12558384,Fall 2016,F
41525,12558384,Summer 2020,A
46814,85826590,Summer 2012,A-
46815,85826590,Fall 2014,B+
46816,85826590,Fall 2011,B
46817,85826590,Fall 2018,A-
46819,24432848,Fall 2019,B
46820,24432848,Winter 2019,B+
46821,24432848,Winter 2011,B+
46822,24432848,Winter 2014,C
46825,83108244,Summer 2016,B
46826,83108244,Fall 2018,A-
22617,58832990,Summer 2012,A
22618,58832990,Fall 2020,A-
22619,58832990,Fall 2013,B-
22622,11474242,Winter 2013,C
22631,11474242,Summer 2018,B
22632,11474242,Fall 2019,C
22635,62133469,Summer 2011,B
22637,14305699,Fall 2014,C
22638,14305699,Fall 2014,B+
22639,14305699,Winter 2014,B-
22656,14305699,Winter 2017,F
33898,77942581,Fall 2012,B-
46829,77942581,Fall 2011,B
46832,15003954,Fall 2019,A-
47230,97816401,Winter 2016,C
47492,97816401,Winter 2017,B
47493,97816401,Summer 2019,F
48405,17986929,Winter 2020,A
48406,17986929,Fall 2013,C
48407,17986929,Winter 2019,A+
48857,17986929,Fall 2012,A+
49110,96123046,Fall 2019,B+
22681,96123046,Winter 2020,B+
22683,96123046,Summer 2017,C
22686,13245949,Fall 2020,A-
22691,78643187,Fall 2020,A
22712,78643187,Fall 2018,B+
22713,78643187,Fall 2011,F
22717,45610448,Winter 2017,B
22721,45610448,Summer 2018,B+
22722,45610448,Winter 2015,A+
22725,45610448,Summer 2020,A
22733,25183603,Winter 2017,A
22734,25183603,Fall 2014,A+
22754,55054533,Summer 2015,B+
22755,55054533,Summer 2020,A
22761,55054533,Summer 2013,B+
22764,55054533,Fall 2011,A+
22771,41670047,Summer 2019,A+
22773,41670047,Winter 2011,A+
22781,41670047,Fall 2016,A
22786,22847023,Summer 2012,F
22789,22847023,Winter 2015,C
22808,68813108,Summer 2019,B+
46834,68813108,Winter 2018,B-
46835,68813108,Summer 2018,A
46836,68813108,Winter 2014,F
46838,58980797,Winter 2017,F
46839,58980797,Fall 2015,C
47820,58980797,Winter 2020,F
49361,58980797,Fall 2017,C
49621,36451832,Winter 2016,C
22899,28282081,Summer 2016,A
22900,28282081,Winter 2018,C
22901,28282081,Fall 2013,B+
22903,78447222,Summer 2018,B
22906,78447222,Summer 2014,B+
22907,78447222,Winter 2013,B-
22908,78447222,Summer 2015,A
22910,73348907,Fall 2015,F
22917,16235507,Fall 2013,A-
22918,16235507,Summer 2020,A+
46840,16235507,Winter 2011,A-
46841,16235507,Fall 2018,A-
46842,30019982,Summer 2014,B
22927,30019982,Winter 2020,B-
22928,30019982,Winter 2011,A-
22930,30019982,Summer 2020,B+
22973,39081546,Summer 2019,B-
22974,39081546,Fall 2016,A-
22975,39081546,Fall 2019,B+
22978,72883984,Summer 2011,B+
22983,72883984,Winter 2019,B-
22995,72883984,Fall 2018,B
23008,72883984,Summer 2011,B+
46843,73510795,Winter 2018,B
46844,73510795,Winter 2015,B+
46845,73510795,Fall 2014,C
46847,91552699,Fall 2016,B-
46848,91552699,Fall 2011,F
46849,91552699,Fall 2014,C
47807,57398809,Fall 2020,C
48365,57398809,Summer 2015,B+
23071,57398809,Summer 2012,A-
46850,57398809,Fall 2012,A+
48762,62441015,Summer 2016,A+
49169,62441015,Fall 2016,A-
49171,72008096,Winter 2014,A
49564,72008096,Winter 2014,A-
46854,55030349,Fall 2011,C
46856,53996836,Fall 2016,A-
46858,53996836,Fall 2012,B
46860,76224521,Winter 2014,C
46861,76224521,Winter 2019,B
46862,76224521,Summer 2020,A-
23403,24582391,Winter 2014,C
23406,24582391,Winter 2012,B+
46865,86605350,Winter 2013,B-
46866,86605350,Summer 2014,C
46867,86605350,Fall 2012,A+
46868,86605350,Summer 2018,B+
46870,29425033,Winter 2013,A
46872,15557435,Winter 2017,B-
23467,83296246,Winter 2016,F
23471,83296246,Summer 2018,A
23477,83296246,Winter 2013,B-
23478,83296246,Winter 2013,C
23481,78014563,Fall 2014,A-
23482,78014563,Fall 2012,B
23483,78014563,Summer 2011,A
23489,83476956,Winter 2019,B-
23490,83476956,Fall 2019,C
23491,83476956,Summer 2017,A-
23525,34838564,Summer 2017,C
23530,58405451,Summer 2017,F
23539,58405451,Summer 2019,F
23540,58405451,Winter 2012,A+
23542,58405451,Fall 2011,B
23546,83799073,Winter 2014,C
23547,83799073,Winter 2013,B-
23549,56736982,Fall 2017,B
23550,56736982,Summer 2014,F
23563,56736982,Summer 2012,B+
46873,56736982,Winter 2014,B+
46875,41850421,Summer 2019,A
46877,24826111,Fall 2016,A
46880,81318635,Summer 2020,A-
46881,81318635,Fall 2020,B+
49209,44524224,Winter 2015,B
49211,44524224,Summer 2015,A-
49212,44524224,Winter 2019,B+
23670,54194136,Summer 2011,A
23671,54194136,Summer 2020,B
23675,13054792,Fall 2012,B
23676,13054792,Fall 2016,A+
46882,83026598,Winter 2011,B
47223,64777757,Winter 2016,B+
48846,64777757,Fall 2018,A
46884,93366975,Winter 2018,A
46886,54484548,Summer 2014,C
46887,54484548,Fall 2018,F
46888,54484548,Fall 2011,B+
46889,54484548,Fall 2012,C
46891,44334193,Fall 2016,F
23736,44334193,Fall 2013,C
23737,44334193,Winter 2012,A
46892,44334193,Fall 2020,B
23739,42296612,Winter 2017,B
23746,42296612,Summer 2016,B
23756,77622300,Fall 2015,C
23758,77622300,Winter 2015,A
23766,10280475,Fall 2015,A
23769,31159868,Fall 2019,A
23780,31159868,Fall 2019,B-
23787,31159868,Fall 2012,A-
23789,17603424,Summer 2017,A-
23790,17603424,Winter 2015,C
23791,17603424,Summer 2017,F
23793,17603424,Winter 2019,B+
23812,30071597,Winter 2014,A
23813,30071597,Winter 2016,F
23815,28798706,Fall 2016,B-
23816,28798706,Winter 2019,F
23819,28798706,Summer 2013,A+
23885,17580292,Summer 2012,B-
23886,17580292,Summer 2016,A+
23887,17580292,Summer 2020,B-
23890,17580292,Summer 2012,A+
41647,71654292,Summer 2020,B-
46893,71654292,Summer 2015,C
48104,99238300,Summer 2019,A
48105,99238300,Fall 2013,A-
48106,99238300,Summer 2016,A
49017,60178551,Fall 2016,A-
23969,85796225,Fall 2016,A
23970,85796225,Fall 2018,B+
23972,87415506,Fall 2019,B+
23975,56724678,Fall 2011,B+
46894,56724678,Fall 2018,C
47187,56724678,Fall 2012,A+
47533,83831696,Summer 2019,A-
48378,83831696,Summer 2018,C
48525,83831696,Winter 2019,B-
48844,83831696,Winter 2020,A+
23994,90344310,Summer 2020,B-
23995,90344310,Winter 2015,A-
24012,90344310,Fall 2015,A-
24014,68264633,Winter 2016,B
24017,68264633,Winter 2011,C
24021,68264633,Fall 2011,F
24022,68264633,Summer 2013,A-
24025,55878751,Fall 2014,C
24027,55878751,Summer 2014,B+
24034,55878751,Summer 2016,F
24035,55878751,Fall 2011,A+
24051,61384979,Fall 2017,A
24059,61384979,Summer 2011,B-
24073,61384979,Fall 2011,C
24079,19350950,Summer 2020,B-
24080,19350950,Summer 2014,C
41651,19350950,Summer 2017,A-
47614,81079389,Fall 2017,A-
48108,79732746,Fall 2018,A-
49384,87888131,Winter 2011,A-
24128,87888131,Fall 2017,B
24130,23765321,Summer 2014,B
24131,23765321,Summer 2016,B+
24132,23765321,Winter 2013,B-
24133,23765321,Fall 2020,F
24135,37344753,Summer 2011,B
24136,37344753,Summer 2020,B
24138,90714489,Fall 2016,A+
24139,90714489,Winter 2013,A-
24140,90714489,Winter 2017,B-
24141,90714489,Fall 2017,C
24143,59392082,Summer 2019,A+
24162,45460087,Summer 2018,C
24165,21722844,Summer 2018,B-
24180,21722844,Winter 2015,A-
24184,77029114,Summer 2014,A+
24186,77029114,Summer 2016,A+
24224,47159022,Summer 2019,C
24226,47159022,Fall 2020,F
24234,49853935,Summer 2016,B
24278,15778659,Fall 2011,B-
24279,15778659,Fall 2020,A+
24283,91682873,Winter 2014,B-
24314,91682873,Fall 2014,F
24315,91682873,Fall 2011,B+
24362,97779968,Winter 2017,B
24363,97779968,Summer 2016,C
41658,93854759,Fall 2017,A-
41659,93854759,Summer 2011,B+
41667,93854759,Summer 2014,C
41669,95957008,Winter 2020,A+
41729,99164062,Fall 2012,B+
41731,99164062,Fall 2017,C
41744,99164062,Winter 2020,A
46897,84050648,Winter 2014,B+
46898,84050648,Winter 2018,F
46899,84050648,Winter 2019,B
46900,84050648,Summer 2014,B-
46902,59542130,Winter 2020,C
46903,59542130,Summer 2012,B+
46904,59542130,Summer 2017,C
46905,59542130,Fall 2012,C
46907,45931722,Winter 2017,B+
46908,45931722,Winter 2017,A-
46909,45931722,Fall 2013,B-
46910,45931722,Winter 2014,B
46912,34328674,Summer 2020,B+
46913,34328674,Winter 2012,B+
46914,34328674,Fall 2018,A+
46915,34328674,Fall 2014,A
46917,25490604,Summer 2011,A+
46918,25490604,Fall 2011,B-
47276,25490604,Fall 2012,A-
47277,25490604,Winter 2013,F
48039,62508044,Fall 2018,B+
48414,62508044,Summer 2018,F
49590,62508044,Winter 2016,A-
24433,83680667,Winter 2019,C
24435,83680667,Fall 2016,B-
24441,90377218,Summer 2014,B-
24442,90377218,Winter 2019,F
24445,90377218,Summer 2020,F
24450,23572458,Winter 2015,A
24456,23572458,Winter 2018,A+
24465,23572458,Summer 2017,B
24506,73070112,Summer 2016,A-
24510,73070112,Summer 2011,F
24511,73070112,Summer 2019,B+
24593,94351353,Fall 2011,A-
24597,24318970,Summer 2014,B
24598,24318970,Winter 2019,A-
24600,24318970,Summer 2015,C
24601,24318970,Summer 2017,B+
24620,21744721,Fall 2020,A
24650,21744721,Summer 2017,B
24661,21744721,Winter 2015,A-
24667,21744721,Winter 2019,B+
24683,90954483,Summer 2015,A-
24684,90954483,Fall 2016,B+
24685,90954483,Winter 2016,F
24687,31396712,Summer 2015,F
24688,31396712,Winter 2014,F
24690,31396712,Winter 2018,A+
24692,85226972,Fall 2016,A
24693,85226972,Winter 2019,B+
24694,85226972,Summer 2014,A-
24717,85226972,Fall 2020,B-
24767,78583994,Summer 2015,F
24804,95430090,Fall 2012,F
24810,95430090,Fall 2020,B-
24818,95430090,Summer 2012,B
24820,95430090,Summer 2018,A
24836,58120403,Fall 2018,A+
24837,58120403,Winter 2019,B-
24838,58120403,Summer 2019,B
24854,27015971,Fall 2015,B+
24857,27015971,Summer 2015,B
24864,23121191,Summer 2014,F
24871,23121191,Fall 2016,B
24877,23121191,Summer 2011,B-
24903,37265703,Summer 2011,F
24910,44295611,Summer 2013,C
24918,44295611,Summer 2011,C
24924,44295611,Winter 2012,B-
24932,44295611,Summer 2016,B+
24970,81721964,Winter 2012,B
24979,81721964,Fall 2016,C
24997,16605369,Summer 2018,F
41771,62244252,Fall 2015,A-
41815,62244252,Winter 2016,B+
45616,62244252,Fall 2017,C
46919,62244252,Winter 2020,F
46921,46131464,Fall 2012,A-
46922,46131464,Summer 2014,A+
46923,46131464,Summer 2016,B+
46925,46131464,Winter 2020,C
46929,34228214,Fall 2019,B
46930,34228214,Summer 2019,B
46931,34228214,Summer 2020,B
25245,20297287,Winter 2011,C
25247,60257170,Summer 2019,A
25248,60257170,Fall 2012,F
25249,60257170,Winter 2018,B+
25252,60257170,Summer 2012,F
25254,72719712,Winter 2012,C
25256,72719712,Fall 2013,B-
25257,72719712,Fall 2017,B-
25262,13208308,Winter 2011,A-
25264,13208308,Summer 2017,B
25269,13208308,Winter 2014,C
48058,13208308,Fall 2012,F
48060,59119074,Summer 2014,B-
48061,59119074,Fall 2020,A-
48062,59119074,Winter 2011,A
48064,64059474,Summer 2011,A
48067,67147719,Summer 2014,A+
48068,67147719,Fall 2015,B+
48145,67147719,Summer 2019,A
25280,72513153,Summer 2011,B+
25281,72513153,Winter 2016,F
25283,55734548,Winter 2011,B+
25284,55734548,Winter 2011,A-
25285,55734548,Winter 2012,A-
25286,55734548,Summer 2020,A
46933,49500344,Fall 2018,B
46934,49500344,Winter 2015,F
47189,49500344,Summer 2013,F
25309,49500344,Summer 2015,A+
25313,45324120,Summer 2019,B+
25314,45324120,Fall 2019,B
25315,45324120,Fall 2014,A+
25321,58737854,Summer 2019,A+
25322,58737854,Summer 2015,A
25323,58737854,Summer 2019,C
25325,34345712,Summer 2011,B-
25326,34345712,Fall 2014,A+
25327,34345712,Summer 2012,A
25331,97026725,Fall 2015,B-
25332,97026725,Summer 2016,B+
25335,24164117,Fall 2013,C
25336,24164117,Fall 2011,A
25337,24164117,Summer 2013,B-
25339,11823077,Winter 2019,C
25340,11823077,Summer 2013,F
25341,11823077,Fall 2012,F
25342,11823077,Winter 2012,B
25350,80515585,Fall 2019,A-
25353,90049075,Fall 2013,C
25354,90049075,Summer 2017,A-
25357,77457350,Summer 2014,B+
25359,77457350,Summer 2013,A
25364,12413572,Fall 2016,A-
25365,12413572,Winter 2015,F
25372,37313953,Summer 2017,B-
25374,37313953,Winter 2018,A-
25376,82633659,Summer 2018,A+
25377,82633659,Fall 2012,B+
25407,82633659,Fall 2015,B+
25418,40336726,Winter 2013,B+
25420,40336726,Fall 2018,B
25426,40336726,Summer 2019,A+
25430,40336726,Fall 2011,C
25439,62335505,Fall 2014,F
25441,62335505,Summer 2012,B+
25443,62335505,Summer 2020,A+
25448,35740481,Winter 2019,A+
25452,39590707,Fall 2013,B
25457,29310475,Fall 2013,C
25461,29310475,Winter 2014,A-
25467,65936593,Winter 2020,B+
25472,65936593,Winter 2020,A+
25474,65936593,Fall 2019,A
25479,67262487,Summer 2017,F
25480,67262487,Winter 2018,C
25483,69495629,Summer 2020,F
25484,69495629,Winter 2019,F
25510,46538972,Fall 2012,A-
25511,46538972,Winter 2015,C
25512,46538972,Winter 2018,A+
25521,46538972,Fall 2011,A
25533,81816653,Winter 2019,F
41837,81816653,Summer 2014,B+
41840,21542696,Winter 2018,B
41841,21542696,Winter 2020,A
41842,21542696,Summer 2015,A
41843,21542696,Summer 2017,A
41845,19698703,Summer 2015,B
41846,19698703,Winter 2018,B
41849,19698703,Summer 2014,B
41850,19698703,Fall 2011,A+
41852,46787521,Winter 2015,C
41853,46787521,Fall 2020,A
41855,50147027,Summer 2016,F
41857,50147027,Fall 2016,C
46935,64648239,Winter 2016,C
46936,64648239,Summer 2018,F
47210,64648239,Fall 2019,A-
47928,75420752,Winter 2012,F
48545,96322751,Winter 2015,B
48950,68319401,Fall 2016,B+
48951,68319401,Summer 2017,B+
48952,68319401,Winter 2017,A-
48953,68319401,Fall 2020,B-
49358,58794755,Fall 2011,B
46937,58794755,Fall 2015,A-
25652,58794755,Fall 2016,B
25653,58794755,Winter 2020,B
25660,21762920,Summer 2016,B+
25663,21762920,Summer 2018,B
41865,58389221,Summer 2019,A+
46939,74318223,Fall 2013,C
48889,74318223,Summer 2012,A
49335,74318223,Winter 2017,A-
49705,12637271,Summer 2020,B-
49716,12637271,Summer 2013,A-
49718,53477380,Winter 2012,A-
49720,53477380,Summer 2020,C
49721,53477380,Summer 2016,F
46942,23828770,Winter 2015,B
46943,23828770,Summer 2015,B
46946,84258512,Fall 2013,F
46947,84258512,Winter 2019,A-
46949,78478377,Summer 2011,A
41899,61813684,Fall 2013,F
46952,13032984,Summer 2012,B+
46954,45147323,Summer 2019,B
46956,68110438,Summer 2011,B-
46957,68110438,Summer 2015,B
25927,68110438,Winter 2016,F
25931,72735033,Summer 2018,A-
25935,72735033,Summer 2014,B+
25936,72735033,Winter 2014,A-
25938,91161581,Summer 2015,A
25939,91161581,Summer 2012,B-
25961,32141008,Summer 2017,C
25963,32141008,Fall 2014,C
25965,32141008,Winter 2012,B
25989,15412588,Winter 2016,A+
25993,10675429,Fall 2013,B-
26018,80429051,Winter 2018,C
26022,49036877,Winter 2011,A+
26028,49036877,Fall 2016,A
26033,49036877,Winter 2019,A-
46958,62623248,Summer 2017,C
47473,62623248,Fall 2016,F
48875,30432627,Summer 2015,B-
48876,30432627,Summer 2019,C
48877,30432627,Summer 2018,A-
48879,71044293,Fall 2017,F
48905,36408875,Summer 2016,B
48978,36408875,Summer 2016,A-
48985,98945908,Summer 2012,B+
47718,55623011,Fall 2012,F
47719,55623011,Summer 2019,A+
47723,26096574,Fall 2014,B-
26059,26096574,Winter 2019,A-
26060,26096574,Summer 2020,C
26062,19070468,Winter 2018,B-
26067,81464004,Summer 2011,A
26068,81464004,Fall 2018,A-
26070,54596504,Fall 2011,A
26075,70134943,Winter 2018,B
42039,70134943,Summer 2013,C
42040,70134943,Summer 2019,A+
26091,48312983,Winter 2020,F
26093,48312983,Summer 2020,C
26095,48312983,Fall 2011,A-
26117,48312983,Summer 2012,F
